client_collected,contact_method,pickup_date,age,dependents_qty,household,preferred_languages,sex_new,status,Season,Month,distance_km,num_of_contact_methods,latest_language_is_english
yes,In-Person,2024-06-05 03:00:00,46.0,8.0,yes,Arabic,Male,Active,Summer,June,10.95,1,No
yes,In-Person,2024-07-05 03:00:00,46.0,8.0,yes,Arabic,Male,Active,Summer,July,10.95,1,No
yes,In-Person,2024-08-05 03:00:00,46.0,8.0,yes,Arabic,Male,Active,Summer,August,10.95,1,No
yes,In-Person,2024-09-05 03:00:00,46.0,8.0,yes,Arabic,Male,Active,Fall,September,10.95,1,No
yes,In-Person,2024-10-05 03:00:00,46.0,8.0,yes,Arabic,Male,Active,Fall,October,10.95,1,No
yes,In-Person,2024-11-05 04:00:00,46.0,8.0,yes,Arabic,Male,Active,Fall,November,10.95,1,No
no,In-Person,2024-12-05 04:00:00,46.0,8.0,yes,Arabic,Male,Active,Winter,December,10.95,1,No
yes,In-Person,2025-01-05 04:00:00,46.0,8.0,yes,Arabic,Male,Active,Winter,January,10.95,1,No
no,In-Person,2025-02-05 04:00:00,46.0,8.0,yes,Arabic,Male,Active,Winter,Febuary,10.95,1,No
yes,In-Person,2024-02-05 15:37:00,36.0,1.0,yes,English,Male,Active,Winter,Febuary,0.93,1,No
yes,In-Person,2024-02-05 15:40:00,27.0,4.0,yes,"Oromo , Arabic",Female,Active,Winter,Febuary,0.9,2,Yes
yes,In-Person,2024-04-08 17:31:00,27.0,4.0,yes,"Oromo , Arabic",Female,Active,Spring,April,0.9,2,Yes
yes,In-Person,2024-05-08 16:08:00,27.0,4.0,yes,"Oromo , Arabic",Female,Active,Spring,May,0.9,2,Yes
yes,In-Person,2024-06-05 03:00:00,27.0,4.0,yes,"Oromo , Arabic",Female,Active,Summer,June,0.9,2,Yes
yes,In-Person,2024-07-23 15:56:00,27.0,4.0,yes,"Oromo , Arabic",Female,Active,Summer,July,0.9,2,Yes
yes,In-Person,2024-08-12 14:37:00,27.0,4.0,yes,"Oromo , Arabic",Female,Active,Summer,August,0.9,2,Yes
yes,In-Person,2024-09-05 03:00:00,27.0,4.0,yes,"Oromo , Arabic",Female,Active,Fall,September,0.9,2,Yes
no,In-Person,2024-10-05 03:00:00,27.0,4.0,yes,"Oromo , Arabic",Female,Active,Fall,October,0.9,2,Yes
yes,In-Person,2024-11-05 04:00:00,27.0,4.0,yes,"Oromo , Arabic",Female,Active,Fall,November,0.9,2,Yes
yes,In-Person,2024-12-05 04:00:00,27.0,4.0,yes,"Oromo , Arabic",Female,Active,Winter,December,0.9,2,Yes
yes,In-Person,2025-01-05 04:00:00,27.0,4.0,yes,"Oromo , Arabic",Female,Active,Winter,January,0.9,2,Yes
yes,In-Person,2025-02-05 04:00:00,27.0,4.0,yes,"Oromo , Arabic",Female,Active,Winter,Febuary,0.9,2,Yes
yes,In-Person,2024-02-05 15:42:00,37.0,5.0,yes,"Oromo , English",Female,Active,Winter,Febuary,0.99,2,No
yes,In-Person,2024-03-05 04:00:00,37.0,5.0,yes,"Oromo , English",Female,Active,Spring,March,0.99,2,No
yes,In-Person,2024-04-08 17:31:00,37.0,5.0,yes,"Oromo , English",Female,Active,Spring,April,0.99,2,No
yes,In-Person,2024-05-08 16:06:00,37.0,5.0,yes,"Oromo , English",Female,Active,Spring,May,0.99,2,No
yes,In-Person,2024-06-05 03:00:00,37.0,5.0,yes,"Oromo , English",Female,Active,Summer,June,0.99,2,No
yes,In-Person,2024-07-05 03:00:00,37.0,5.0,yes,"Oromo , English",Female,Active,Summer,July,0.99,2,No
yes,In-Person,2024-08-19 15:45:00,37.0,5.0,yes,"Oromo , English",Female,Active,Summer,August,0.99,2,No
yes,In-Person,2024-09-05 03:00:00,37.0,5.0,yes,"Oromo , English",Female,Active,Fall,September,0.99,2,No
yes,In-Person,2024-10-05 03:00:00,37.0,5.0,yes,"Oromo , English",Female,Active,Fall,October,0.99,2,No
no,In-Person,2024-11-05 04:00:00,37.0,5.0,yes,"Oromo , English",Female,Active,Fall,November,0.99,2,No
yes,In-Person,2024-12-05 04:00:00,37.0,5.0,yes,"Oromo , English",Female,Active,Winter,December,0.99,2,No
yes,In-Person,2025-01-05 04:00:00,37.0,5.0,yes,"Oromo , English",Female,Active,Winter,January,0.99,2,No
no,In-Person,2025-02-05 04:00:00,37.0,5.0,yes,"Oromo , English",Female,Active,Winter,Febuary,0.99,2,No
yes,In-Person,2024-02-05 15:59:00,38.0,7.0,yes,Arabic,Female,Active,Winter,Febuary,7.09,2,No
yes,In-Person,2024-04-08 15:13:00,38.0,7.0,yes,Arabic,Female,Active,Spring,April,7.09,2,No
yes,In-Person,2024-05-08 14:34:00,38.0,7.0,yes,Arabic,Female,Active,Spring,May,7.09,2,No
yes,In-Person,2024-06-03 16:00:00,38.0,7.0,yes,Arabic,Female,Active,Summer,June,7.09,2,No
yes,In-Person,2024-07-05 03:00:00,38.0,7.0,yes,Arabic,Female,Active,Summer,July,7.09,2,No
yes,In-Person,2024-08-22 14:51:00,38.0,7.0,yes,Arabic,Female,Active,Summer,August,7.09,2,No
yes,In-Person,2024-09-22 03:00:00,38.0,7.0,yes,Arabic,Female,Active,Fall,September,7.09,2,No
yes,In-Person,2024-10-22 03:00:00,38.0,7.0,yes,Arabic,Female,Active,Fall,October,7.09,2,No
no,In-Person,2024-11-22 04:00:00,38.0,7.0,yes,Arabic,Female,Active,Fall,November,7.09,2,No
yes,In-Person,2024-12-22 04:00:00,38.0,7.0,yes,Arabic,Female,Active,Winter,December,7.09,2,No
yes,In-Person,2025-01-22 04:00:00,38.0,7.0,yes,Arabic,Female,Active,Winter,January,7.09,2,No
yes,In-Person,2025-02-22 04:00:00,38.0,7.0,yes,Arabic,Female,Active,Winter,Febuary,7.09,2,No
yes,In-Person,2024-02-05 16:05:00,41.0,7.0,yes,"Arabic , Kurdish",Male,Active,Winter,Febuary,8.61,3,No
yes,In-Person,2024-03-07 15:00:00,41.0,7.0,yes,"Arabic , Kurdish",Male,Active,Spring,March,8.61,3,No
yes,In-Person,2024-04-04 15:21:00,41.0,7.0,yes,"Arabic , Kurdish",Male,Active,Spring,April,8.61,3,No
yes,In-Person,2024-05-05 03:00:00,41.0,7.0,yes,"Arabic , Kurdish",Male,Active,Spring,May,8.61,3,No
yes,In-Person,2024-06-05 03:00:00,41.0,7.0,yes,"Arabic , Kurdish",Male,Active,Summer,June,8.61,3,No
yes,In-Person,2024-08-01 17:41:00,41.0,7.0,yes,"Arabic , Kurdish",Male,Active,Summer,August,8.61,3,No
yes,In-Person,2024-08-05 03:00:00,41.0,7.0,yes,"Arabic , Kurdish",Male,Active,Summer,August,8.61,3,No
yes,In-Person,2024-09-05 03:00:00,41.0,7.0,yes,"Arabic , Kurdish",Male,Active,Fall,September,8.61,3,No
yes,In-Person,2024-10-05 03:00:00,41.0,7.0,yes,"Arabic , Kurdish",Male,Active,Fall,October,8.61,3,No
yes,In-Person,2024-11-05 04:00:00,41.0,7.0,yes,"Arabic , Kurdish",Male,Active,Fall,November,8.61,3,No
yes,In-Person,2024-12-05 04:00:00,41.0,7.0,yes,"Arabic , Kurdish",Male,Active,Winter,December,8.61,3,No
no,In-Person,2025-01-05 04:00:00,41.0,7.0,yes,"Arabic , Kurdish",Male,Active,Winter,January,8.61,3,No
yes,In-Person,2025-02-05 04:00:00,41.0,7.0,yes,"Arabic , Kurdish",Male,Active,Winter,Febuary,8.61,3,No
yes,In-Person,2024-02-05 16:08:00,57.0,2.0,yes,Arabic,Male,Active,Winter,Febuary,8.79,3,No
yes,In-Person,2024-03-11 17:48:00,57.0,2.0,yes,Arabic,Male,Active,Spring,March,8.79,3,No
yes,In-Person,2024-04-16 17:13:00,57.0,2.0,yes,Arabic,Male,Active,Spring,April,8.79,3,No
yes,In-Person,2024-05-16 15:55:00,57.0,2.0,yes,Arabic,Male,Active,Spring,May,8.79,3,No
yes,In-Person,2024-06-17 03:00:00,57.0,2.0,yes,Arabic,Male,Active,Summer,June,8.79,3,No
yes,In-Person,2024-07-17 03:00:00,57.0,2.0,yes,Arabic,Male,Active,Summer,July,8.79,3,No
yes,In-Person,2024-08-07 15:13:00,57.0,2.0,yes,Arabic,Male,Active,Summer,August,8.79,3,No
no,In-Person,2024-09-08 03:00:00,57.0,2.0,yes,Arabic,Male,Active,Fall,September,8.79,3,No
yes,In-Person,2024-10-08 03:00:00,57.0,2.0,yes,Arabic,Male,Active,Fall,October,8.79,3,No
yes,In-Person,2024-11-08 04:00:00,57.0,2.0,yes,Arabic,Male,Active,Fall,November,8.79,3,No
no,In-Person,2024-12-08 04:00:00,57.0,2.0,yes,Arabic,Male,Active,Winter,December,8.79,3,No
yes,In-Person,2025-01-08 04:00:00,57.0,2.0,yes,Arabic,Male,Active,Winter,January,8.79,3,No
yes,In-Person,2025-02-08 04:00:00,57.0,2.0,yes,Arabic,Male,Active,Winter,Febuary,8.79,3,No
yes,In-Person,2024-02-05 16:10:00,61.0,4.0,yes,Arabic,Male,Active,Winter,Febuary,9.73,1,No
yes,In-Person,2024-03-05 04:00:00,61.0,4.0,yes,Arabic,Male,Active,Spring,March,9.73,1,No
yes,In-Person,2024-04-22 14:30:00,61.0,4.0,yes,Arabic,Male,Active,Spring,April,9.73,1,No
yes,In-Person,2024-05-22 17:00:00,61.0,4.0,yes,Arabic,Male,Active,Spring,May,9.73,1,No
yes,In-Person,2024-06-26 15:45:00,61.0,4.0,yes,Arabic,Male,Active,Summer,June,9.73,1,No
yes,In-Person,2024-07-26 03:00:00,61.0,4.0,yes,Arabic,Male,Active,Summer,July,9.73,1,No
yes,In-Person,2024-08-26 03:00:00,61.0,4.0,yes,Arabic,Male,Active,Summer,August,9.73,1,No
yes,In-Person,2024-09-26 03:00:00,61.0,4.0,yes,Arabic,Male,Active,Fall,September,9.73,1,No
no,In-Person,2024-10-26 03:00:00,61.0,4.0,yes,Arabic,Male,Active,Fall,October,9.73,1,No
yes,In-Person,2024-11-26 04:00:00,61.0,4.0,yes,Arabic,Male,Active,Fall,November,9.73,1,No
yes,In-Person,2024-12-26 04:00:00,61.0,4.0,yes,Arabic,Male,Active,Winter,December,9.73,1,No
yes,In-Person,2025-01-26 04:00:00,61.0,4.0,yes,Arabic,Male,Active,Winter,January,9.73,1,No
no,In-Person,2025-02-26 04:00:00,61.0,4.0,yes,Arabic,Male,Active,Winter,Febuary,9.73,1,No
yes,In-Person,2024-02-05 16:12:00,50.0,2.0,yes,Arabic,Female,Active,Winter,Febuary,6.36,1,No
yes,In-Person,2024-03-12 15:09:00,50.0,2.0,yes,Arabic,Female,Active,Spring,March,6.36,1,No
yes,In-Person,2024-04-22 14:31:00,50.0,2.0,yes,Arabic,Female,Active,Spring,April,6.36,1,No
yes,In-Person,2024-05-22 17:01:00,50.0,2.0,yes,Arabic,Female,Active,Spring,May,6.36,1,No
yes,In-Person,2024-06-26 15:48:00,50.0,2.0,yes,Arabic,Female,Active,Summer,June,6.36,1,No
no,In-Person,2024-07-26 03:00:00,50.0,2.0,yes,Arabic,Female,Active,Summer,July,6.36,1,No
yes,In-Person,2024-08-26 03:00:00,50.0,2.0,yes,Arabic,Female,Active,Summer,August,6.36,1,No
yes,In-Person,2024-09-26 03:00:00,50.0,2.0,yes,Arabic,Female,Active,Fall,September,6.36,1,No
yes,In-Person,2024-10-26 03:00:00,50.0,2.0,yes,Arabic,Female,Active,Fall,October,6.36,1,No
no,In-Person,2024-11-26 04:00:00,50.0,2.0,yes,Arabic,Female,Active,Fall,November,6.36,1,No
yes,In-Person,2024-12-26 04:00:00,50.0,2.0,yes,Arabic,Female,Active,Winter,December,6.36,1,No
yes,In-Person,2025-01-26 04:00:00,50.0,2.0,yes,Arabic,Female,Active,Winter,January,6.36,1,No
yes,In-Person,2025-02-26 04:00:00,50.0,2.0,yes,Arabic,Female,Active,Winter,Febuary,6.36,1,No
yes,In-Person,2024-02-05 16:13:00,59.0,2.0,yes,Arabic,Male,Active,Winter,Febuary,5.45,1,No
yes,In-Person,2024-03-05 04:00:00,59.0,2.0,yes,Arabic,Male,Active,Spring,March,5.45,1,No
yes,In-Person,2024-04-08 18:16:00,59.0,2.0,yes,Arabic,Male,Active,Spring,April,5.45,1,No
yes,In-Person,2024-05-15 14:45:00,59.0,2.0,yes,Arabic,Male,Active,Spring,May,5.45,1,No
yes,In-Person,2024-06-15 03:00:00,59.0,2.0,yes,Arabic,Male,Active,Summer,June,5.45,1,No
yes,In-Person,2024-07-22 16:40:00,59.0,2.0,yes,Arabic,Male,Active,Summer,July,5.45,1,No
yes,In-Person,2024-08-19 14:09:00,59.0,2.0,yes,Arabic,Male,Active,Summer,August,5.45,1,No
yes,In-Person,2024-09-15 03:00:00,59.0,2.0,yes,Arabic,Male,Active,Fall,September,5.45,1,No
no,In-Person,2024-10-15 03:00:00,59.0,2.0,yes,Arabic,Male,Active,Fall,October,5.45,1,No
yes,In-Person,2024-11-15 04:00:00,59.0,2.0,yes,Arabic,Male,Active,Fall,November,5.45,1,No
yes,In-Person,2024-12-15 04:00:00,59.0,2.0,yes,Arabic,Male,Active,Winter,December,5.45,1,No
yes,In-Person,2025-01-15 04:00:00,59.0,2.0,yes,Arabic,Male,Active,Winter,January,5.45,1,No
no,In-Person,2025-02-15 04:00:00,59.0,2.0,yes,Arabic,Male,Active,Winter,Febuary,5.45,1,No
yes,In-Person,2024-02-05 16:17:00,39.0,5.0,yes,Arabic,Male,Active,Winter,Febuary,9.18,1,No
yes,In-Person,2024-04-04 18:18:00,39.0,5.0,yes,Arabic,Male,Active,Spring,April,9.18,1,No
yes,In-Person,2024-05-06 15:17:00,39.0,5.0,yes,Arabic,Male,Active,Spring,May,9.18,1,No
yes,In-Person,2024-06-05 15:03:00,39.0,5.0,yes,Arabic,Male,Active,Summer,June,9.18,1,No
yes,In-Person,2024-07-08 15:03:00,39.0,5.0,yes,Arabic,Male,Active,Summer,July,9.18,1,No
yes,In-Person,2024-08-13 17:27:00,39.0,5.0,yes,Arabic,Male,Active,Summer,August,9.18,1,No
yes,In-Person,2024-09-05 03:00:00,39.0,5.0,yes,Arabic,Male,Active,Fall,September,9.18,1,No
yes,In-Person,2024-10-05 03:00:00,39.0,5.0,yes,Arabic,Male,Active,Fall,October,9.18,1,No
no,In-Person,2024-11-05 04:00:00,39.0,5.0,yes,Arabic,Male,Active,Fall,November,9.18,1,No
yes,In-Person,2024-12-05 04:00:00,39.0,5.0,yes,Arabic,Male,Active,Winter,December,9.18,1,No
yes,In-Person,2025-01-05 04:00:00,39.0,5.0,yes,Arabic,Male,Active,Winter,January,9.18,1,No
yes,In-Person,2025-02-05 04:00:00,39.0,5.0,yes,Arabic,Male,Active,Winter,Febuary,9.18,1,No
yes,In-Person,2024-02-05 16:19:00,41.0,5.0,yes,"English , Arabic",Female,Active,Winter,Febuary,9.02,1,No
no,In-Person,2024-03-05 04:00:00,41.0,5.0,yes,"English , Arabic",Female,Active,Spring,March,9.02,1,No
yes,In-Person,2024-04-05 03:00:00,41.0,5.0,yes,"English , Arabic",Female,Active,Spring,April,9.02,1,No
yes,In-Person,2024-05-05 03:00:00,41.0,5.0,yes,"English , Arabic",Female,Active,Spring,May,9.02,1,No
yes,In-Person,2024-06-05 03:00:00,41.0,5.0,yes,"English , Arabic",Female,Active,Summer,June,9.02,1,No
yes,In-Person,2024-07-05 03:00:00,41.0,5.0,yes,"English , Arabic",Female,Active,Summer,July,9.02,1,No
yes,In-Person,2024-08-05 03:00:00,41.0,5.0,yes,"English , Arabic",Female,Active,Summer,August,9.02,1,No
no,In-Person,2024-09-05 03:00:00,41.0,5.0,yes,"English , Arabic",Female,Active,Fall,September,9.02,1,No
no,In-Person,2024-10-05 03:00:00,41.0,5.0,yes,"English , Arabic",Female,Active,Fall,October,9.02,1,No
no,In-Person,2024-11-05 04:00:00,41.0,5.0,yes,"English , Arabic",Female,Active,Fall,November,9.02,1,No
yes,In-Person,2024-12-05 04:00:00,41.0,5.0,yes,"English , Arabic",Female,Active,Winter,December,9.02,1,No
yes,In-Person,2025-01-05 04:00:00,41.0,5.0,yes,"English , Arabic",Female,Active,Winter,January,9.02,1,No
yes,In-Person,2025-02-05 04:00:00,41.0,5.0,yes,"English , Arabic",Female,Active,Winter,Febuary,9.02,1,No
yes,In-Person,2024-02-05 16:26:00,30.0,6.0,yes,"Urdu , Pashto",Male,Active,Winter,Febuary,2.84,1,No
yes,In-Person,2024-03-07 15:44:00,30.0,6.0,yes,"Urdu , Pashto",Male,Active,Spring,March,2.84,1,No
yes,In-Person,2024-04-08 03:00:00,30.0,6.0,yes,"Urdu , Pashto",Male,Active,Spring,April,2.84,1,No
yes,In-Person,2024-05-09 14:57:00,30.0,6.0,yes,"Urdu , Pashto",Male,Active,Spring,May,2.84,1,No
yes,In-Person,2024-06-09 03:00:00,30.0,6.0,yes,"Urdu , Pashto",Male,Active,Summer,June,2.84,1,No
yes,In-Person,2024-07-08 14:26:00,30.0,6.0,yes,"Urdu , Pashto",Male,Active,Summer,July,2.84,1,No
yes,In-Person,2024-08-12 16:09:00,30.0,6.0,yes,"Urdu , Pashto",Male,Active,Summer,August,2.84,1,No
yes,In-Person,2024-09-09 03:00:00,30.0,6.0,yes,"Urdu , Pashto",Male,Active,Fall,September,2.84,1,No
yes,In-Person,2024-10-09 03:00:00,30.0,6.0,yes,"Urdu , Pashto",Male,Active,Fall,October,2.84,1,No
yes,In-Person,2024-11-09 04:00:00,30.0,6.0,yes,"Urdu , Pashto",Male,Active,Fall,November,2.84,1,No
no,In-Person,2024-12-09 04:00:00,30.0,6.0,yes,"Urdu , Pashto",Male,Active,Winter,December,2.84,1,No
no,In-Person,2025-01-09 04:00:00,30.0,6.0,yes,"Urdu , Pashto",Male,Active,Winter,January,2.84,1,No
no,In-Person,2025-02-09 04:00:00,30.0,6.0,yes,"Urdu , Pashto",Male,Active,Winter,Febuary,2.84,1,No
yes,In-Person,2024-02-05 16:30:00,33.0,3.0,yes,"French , English",Female,Active,Winter,Febuary,0.79,1,No
yes,In-Person,2024-03-06 17:12:00,33.0,3.0,yes,"French , English",Female,Active,Spring,March,0.79,1,No
yes,In-Person,2024-04-09 16:27:00,33.0,3.0,yes,"French , English",Female,Active,Spring,April,0.79,1,No
yes,In-Person,2024-05-13 17:23:00,33.0,3.0,yes,"French , English",Female,Active,Spring,May,0.79,1,No
yes,In-Person,2024-06-24 15:52:00,33.0,3.0,yes,"French , English",Female,Active,Summer,June,0.79,1,No
yes,In-Person,2024-07-29 15:56:00,33.0,3.0,yes,"French , English",Female,Active,Summer,July,0.79,1,No
no,In-Person,2024-08-07 03:00:00,33.0,3.0,yes,"French , English",Female,Active,Summer,August,0.79,1,No
no,In-Person,2024-09-07 03:00:00,33.0,3.0,yes,"French , English",Female,Active,Fall,September,0.79,1,No
yes,In-Person,2024-10-07 03:00:00,33.0,3.0,yes,"French , English",Female,Active,Fall,October,0.79,1,No
yes,In-Person,2024-11-07 04:00:00,33.0,3.0,yes,"French , English",Female,Active,Fall,November,0.79,1,No
yes,In-Person,2024-12-07 04:00:00,33.0,3.0,yes,"French , English",Female,Active,Winter,December,0.79,1,No
no,In-Person,2025-01-07 04:00:00,33.0,3.0,yes,"French , English",Female,Active,Winter,January,0.79,1,No
yes,In-Person,2025-02-07 04:00:00,33.0,3.0,yes,"French , English",Female,Active,Winter,Febuary,0.79,1,No
yes,In-Person,2024-02-05 16:32:00,47.0,6.0,yes,Somali,Female,Active,Winter,Febuary,8.06,1,No
yes,In-Person,2024-03-06 18:59:00,47.0,6.0,yes,Somali,Female,Active,Spring,March,8.06,1,No
yes,In-Person,2024-04-04 16:20:00,47.0,6.0,yes,Somali,Female,Active,Spring,April,8.06,1,No
yes,In-Person,2024-05-07 03:00:00,47.0,6.0,yes,Somali,Female,Active,Spring,May,8.06,1,No
yes,In-Person,2024-06-06 15:49:00,47.0,6.0,yes,Somali,Female,Active,Summer,June,8.06,1,No
yes,In-Person,2024-07-03 17:53:00,47.0,6.0,yes,Somali,Female,Active,Summer,July,8.06,1,No
yes,In-Person,2024-08-06 18:05:00,47.0,6.0,yes,Somali,Female,Active,Summer,August,8.06,1,No
no,In-Person,2024-09-03 03:00:00,47.0,6.0,yes,Somali,Female,Active,Fall,September,8.06,1,No
yes,In-Person,2024-10-03 03:00:00,47.0,6.0,yes,Somali,Female,Active,Fall,October,8.06,1,No
yes,In-Person,2024-11-03 03:00:00,47.0,6.0,yes,Somali,Female,Active,Fall,November,8.06,1,No
yes,In-Person,2024-12-03 04:00:00,47.0,6.0,yes,Somali,Female,Active,Winter,December,8.06,1,No
no,In-Person,2025-01-03 04:00:00,47.0,6.0,yes,Somali,Female,Active,Winter,January,8.06,1,No
yes,In-Person,2025-02-03 04:00:00,47.0,6.0,yes,Somali,Female,Active,Winter,Febuary,8.06,1,No
yes,In-Person,2024-02-05 16:40:00,51.0,5.0,yes,Arabic,Male,Active,Winter,Febuary,7.3,2,No
yes,In-Person,2024-03-11 16:44:00,51.0,5.0,yes,Arabic,Male,Active,Spring,March,7.3,2,No
yes,In-Person,2024-04-16 14:52:00,51.0,5.0,yes,Arabic,Male,Active,Spring,April,7.3,2,No
yes,In-Person,2024-05-15 16:42:00,51.0,5.0,yes,Arabic,Male,Active,Spring,May,7.3,2,No
yes,In-Person,2024-06-18 14:52:00,51.0,5.0,yes,Arabic,Male,Active,Summer,June,7.3,2,No
yes,In-Person,2024-07-22 17:41:00,51.0,5.0,yes,Arabic,Male,Active,Summer,July,7.3,2,No
yes,In-Person,2024-08-19 17:19:00,51.0,5.0,yes,Arabic,Male,Active,Summer,August,7.3,2,No
yes,In-Person,2024-09-05 03:00:00,51.0,5.0,yes,Arabic,Male,Active,Fall,September,7.3,2,No
no,In-Person,2024-10-05 03:00:00,51.0,5.0,yes,Arabic,Male,Active,Fall,October,7.3,2,No
yes,In-Person,2024-11-05 04:00:00,51.0,5.0,yes,Arabic,Male,Active,Fall,November,7.3,2,No
yes,In-Person,2024-12-05 04:00:00,51.0,5.0,yes,Arabic,Male,Active,Winter,December,7.3,2,No
no,In-Person,2025-01-05 04:00:00,51.0,5.0,yes,Arabic,Male,Active,Winter,January,7.3,2,No
yes,In-Person,2025-02-05 04:00:00,51.0,5.0,yes,Arabic,Male,Active,Winter,Febuary,7.3,2,No
yes,In-Person,2024-02-05 16:43:00,28.0,1.0,yes,"Somali , English",Male,Active,Winter,Febuary,3.14,1,No
yes,In-Person,2024-03-06 16:12:00,28.0,1.0,yes,"Somali , English",Male,Active,Spring,March,3.14,1,No
yes,In-Person,2024-04-05 03:00:00,28.0,1.0,yes,"Somali , English",Male,Active,Spring,April,3.14,1,No
yes,In-Person,2024-05-01 15:38:00,28.0,1.0,yes,"Somali , English",Male,Active,Spring,May,3.14,1,No
yes,In-Person,2024-05-02 03:00:00,28.0,1.0,yes,"Somali , English",Male,Active,Spring,May,3.14,1,No
yes,In-Person,2024-06-05 15:38:00,28.0,1.0,yes,"Somali , English",Male,Active,Summer,June,3.14,1,No
yes,In-Person,2024-07-22 16:48:00,28.0,1.0,yes,"Somali , English",Male,Active,Summer,July,3.14,1,No
no,In-Person,2024-08-05 03:00:00,28.0,1.0,yes,"Somali , English",Male,Active,Summer,August,3.14,1,No
yes,In-Person,2024-09-04 03:00:00,28.0,1.0,yes,"Somali , English",Male,Active,Fall,September,3.14,1,No
yes,In-Person,2024-10-05 03:00:00,28.0,1.0,yes,"Somali , English",Male,Active,Fall,October,3.14,1,No
yes,In-Person,2024-11-04 04:00:00,28.0,1.0,yes,"Somali , English",Male,Active,Fall,November,3.14,1,No
yes,In-Person,2024-12-05 04:00:00,28.0,1.0,yes,"Somali , English",Male,Active,Winter,December,3.14,1,No
no,In-Person,2025-01-05 04:00:00,28.0,1.0,yes,"Somali , English",Male,Active,Winter,January,3.14,1,No
yes,In-Person,2024-02-05 16:47:00,44.0,1.0,yes,Dari,Female,Active,Winter,Febuary,9.23,1,No
yes,In-Person,2024-03-06 16:53:00,44.0,1.0,yes,Dari,Female,Active,Spring,March,9.23,1,No
yes,In-Person,2024-04-08 16:51:00,44.0,1.0,yes,Dari,Female,Active,Spring,April,9.23,1,No
yes,In-Person,2024-05-08 17:04:00,44.0,1.0,yes,Dari,Female,Active,Spring,May,9.23,1,No
yes,In-Person,2024-06-05 03:00:00,44.0,1.0,yes,Dari,Female,Active,Summer,June,9.23,1,No
yes,In-Person,2024-07-22 16:55:00,44.0,1.0,yes,Dari,Female,Active,Summer,July,9.23,1,No
yes,In-Person,2024-08-22 16:41:00,44.0,1.0,yes,Dari,Female,Active,Summer,August,9.23,1,No
yes,In-Person,2024-09-23 03:00:00,44.0,1.0,yes,Dari,Female,Active,Fall,September,9.23,1,No
yes,In-Person,2024-10-23 03:00:00,44.0,1.0,yes,Dari,Female,Active,Fall,October,9.23,1,No
yes,In-Person,2024-11-23 04:00:00,44.0,1.0,yes,Dari,Female,Active,Fall,November,9.23,1,No
no,In-Person,2024-12-23 04:00:00,44.0,1.0,yes,Dari,Female,Active,Winter,December,9.23,1,No
yes,In-Person,2025-01-23 04:00:00,44.0,1.0,yes,Dari,Female,Active,Winter,January,9.23,1,No
yes,In-Person,2025-02-23 04:00:00,44.0,1.0,yes,Dari,Female,Active,Winter,Febuary,9.23,1,No
yes,In-Person,2024-02-05 16:49:00,37.0,6.0,yes,"Arabic , English",Male,Active,Winter,Febuary,9.13,1,No
yes,In-Person,2024-03-13 18:20:00,37.0,6.0,yes,"Arabic , English",Male,Active,Spring,March,9.13,1,No
yes,In-Person,2024-04-15 15:29:00,37.0,6.0,yes,"Arabic , English",Male,Active,Spring,April,9.13,1,No
yes,In-Person,2024-05-16 16:22:00,37.0,6.0,yes,"Arabic , English",Male,Active,Spring,May,9.13,1,No
yes,In-Person,2024-06-19 16:50:00,37.0,6.0,yes,"Arabic , English",Male,Active,Summer,June,9.13,1,No
yes,In-Person,2024-07-29 17:39:00,37.0,6.0,yes,"Arabic , English",Male,Active,Summer,July,9.13,1,No
yes,In-Person,2024-08-05 03:00:00,37.0,6.0,yes,"Arabic , English",Male,Active,Summer,August,9.13,1,No
yes,In-Person,2024-09-05 03:00:00,37.0,6.0,yes,"Arabic , English",Male,Active,Fall,September,9.13,1,No
yes,In-Person,2024-10-05 03:00:00,37.0,6.0,yes,"Arabic , English",Male,Active,Fall,October,9.13,1,No
yes,In-Person,2024-11-05 04:00:00,37.0,6.0,yes,"Arabic , English",Male,Active,Fall,November,9.13,1,No
yes,In-Person,2024-12-05 04:00:00,37.0,6.0,yes,"Arabic , English",Male,Active,Winter,December,9.13,1,No
no,In-Person,2025-01-05 04:00:00,37.0,6.0,yes,"Arabic , English",Male,Active,Winter,January,9.13,1,No
no,In-Person,2025-02-05 04:00:00,37.0,6.0,yes,"Arabic , English",Male,Active,Winter,Febuary,9.13,1,No
yes,In-Person,2024-02-05 16:55:00,51.0,3.0,yes,"Arabic , Hausa",Female,Active,Winter,Febuary,7.61,2,No
yes,In-Person,2024-03-11 16:30:00,51.0,3.0,yes,"Arabic , Hausa",Female,Active,Spring,March,7.61,2,No
yes,In-Person,2024-04-16 16:12:00,51.0,3.0,yes,"Arabic , Hausa",Female,Active,Spring,April,7.61,2,No
yes,In-Person,2024-05-21 15:14:00,51.0,3.0,yes,"Arabic , Hausa",Female,Active,Spring,May,7.61,2,No
yes,In-Person,2024-06-24 18:02:00,51.0,3.0,yes,"Arabic , Hausa",Female,Active,Summer,June,7.61,2,No
yes,In-Person,2024-07-24 15:38:00,51.0,3.0,yes,"Arabic , Hausa",Female,Active,Summer,July,7.61,2,No
yes,In-Person,2024-08-05 03:00:00,51.0,3.0,yes,"Arabic , Hausa",Female,Active,Summer,August,7.61,2,No
